"access_code","access_days_time","date_last_confirmed","fuel_type_code","id","open_date","restricted_access","station_name","facility_type","latitude","longitude","city","state","street_address","zip","county"
"public",NA,"2022-10-06","ELEC",114366,"2018-08-24",NA,"Downtown Cambridge Black Water Baked Goods & Coffee - Tesla Destination","RESTAURANT",38.568961,-76.077521,"Cambridge","MD","429 Race St","21613","Dorchester County"
"public",NA,"2022-10-06","ELEC",114367,"2015-11-10",NA,"Great Oak Manor - Tesla Destination","HOTEL",39.2687177,-76.2025573,"Chestertown","MD","10568 Cliff Rd","21620","Kent County"
"public",NA,"2022-10-06","ELEC",114368,"2015-06-16",NA,"Brampton Bed & Breakfast Inn - Tesla Destination","B_AND_B",39.211757,-76.094796,"Chestertown","MD","25227 Chestertown Rd","21620","Kent County"
"public",NA,"2022-10-06","ELEC",114369,"2017-11-29",NA,"Hampton Inn & Suites Columbia/South MD - Tesla Destination","HOTEL",39.17575,-76.846303,"Columbia","MD","7045 Minstrel Wy","21046","Howard County"
"public",NA,"2022-10-06","ELEC",114370,"2017-11-29",NA,"SpringHill Suites by Marriott Columbia - Tesla Destination","HOTEL",39.176119,-76.847247,"Columbia","MD","7055 Minstrel Wy","21046","Howard County"
"public",NA,"2022-10-06","ELEC",114371,"2017-07-13",NA,"Ruddy Duck Brewery & Grill - Tesla Destination","RESTAURANT",38.350362,-76.457198,"Dowell","MD","13200 Dowell Rd","20629","Calvert County"
"public",NA,"2022-10-06","ELEC",114372,"2017-09-19",NA,"Rocky Gap Casino Resort - Tesla Destination","HOTEL",39.699997,-78.656806,"Flintstone","MD","16701 Lakeview Rd NE","21530","Allegany County"
"public",NA,"2022-10-06","ELEC",114373,"2015-05-26",NA,"Savage River Lodge, a Select Registry Property - Tesla Destination","HOTEL",39.65525,-79.021482,"Frostburg","MD","1600 Mt Aetna Rd","21532","Garrett County"
"public",NA,"2022-10-06","ELEC",114374,"2015-11-12",NA,"The Cornucopia Cafe - Tesla Destination","RESTAURANT",39.697031,-79.1416,"Grantsville","MD","146 Casselman Rd","21536","Garrett County"
"public",NA,"2022-10-06","ELEC",114375,"2017-09-11",NA,"The Narrows Restaurant - Tesla Destination","RESTAURANT",38.968861,-76.244728,"Grasonville","MD","3023 Kent Narrow Wy S","21638","Queen Anne's County"
"public",NA,"2022-10-06","ELEC",114376,"2017-08-15",NA,"Hilton Garden Inn Kent Island - Tesla Destination","HOTEL",38.966327,-76.240875,"Grasonville","MD","3206 Main St","21638","Queen Anne's County"
"public",NA,"2022-10-06","ELEC",114377,"2017-06-19",NA,"Holiday Inn Express Baltimore-BWI Airport West - Tesla Destination","HOTEL",39.160052,-76.711847,"Hanover","MD","7481 Ridge Rd","21076","Anne Arundel County"
"public",NA,"2022-10-06","ELEC",114378,"2015-05-20",NA,"Antietam Overlook Farm, a Select Registry Property - Tesla Destination","HOTEL",39.445664,-77.705295,"Keedysville","MD","4812 Porterstown Rd","21756","Washington County"
"public",NA,"2022-10-06","ELEC",114379,"2016-03-07",NA,"Black Bear Tavern and Restaurant - Tesla Destination","RESTAURANT",39.549596,-79.35123,"McHenry","MD","102 Fort Dr","21541","Garrett County"
"public",NA,"2022-10-06","ELEC",114380,"2015-07-15",NA,"Lake Pointe Inn, a Select Registry Property - Tesla Destination","HOTEL",39.556658,-79.357445,"McHenry","MD","174 Lake Pointe Dr","21541","Garrett County"
"public",NA,"2022-10-06","ELEC",114381,"2017-09-29",NA,"Wilcom's Inn - Tesla Destination","INN",39.346653,-77.270838,"Monrovia","MD","11234 Fingerboard Rd","21770","Frederick County"
"public",NA,"2022-10-06","ELEC",114382,"2017-02-03",NA,"Black Ankle Vineyards - Tesla Destination","BREWERY_DISTILLERY_WINERY",39.46165,-77.162396,"Mount Airy","MD","14463 Black Ankle Rd","21771","Frederick County"
"public",NA,"2022-10-06","ELEC",114383,"2016-11-04",NA,"Port House Grill - Tesla Destination","RESTAURANT",39.60151,-75.943346,"North East","MD","15 N Main St","21901","Cecil County"
"public",NA,"2022-10-06","ELEC",114384,"2016-04-01",NA,"Haley Farm Inn and Retreat Center - Tesla Destination","INN",39.470945,-79.358778,"Oakland","MD","16766 Garrett Hwy","21550","Garrett County"
"public",NA,"2022-10-06","ELEC",114385,"2016-04-28",NA,"Ocean City Convention Center - Tesla Destination","CONVENTION_CENTER",38.366495,-75.071961,"Ocean City","MD","4001 Coastal Hwy","21842","Worcester County"
"public",NA,"2022-10-06","ELEC",114386,"2016-03-22",NA,"Atlantic House Bed and Breakfast - Tesla Destination","B_AND_B",38.336537,-75.083956,"Ocean City","MD","501 N Baltimore Ave","21842","Worcester County"
"public",NA,"2022-10-06","ELEC",114387,"2015-11-03",NA,"Holiday Inn Oceanfront - Tesla Destination","HOTEL",38.389613,-75.064479,"Ocean City","MD","6600 Coastal Hwy","21842","Worcester County"
"public",NA,"2022-10-06","ELEC",114388,"2016-08-12",NA,"Princess Royale Hotel - Tesla Destination","HOTEL",38.407642,-75.058072,"Ocean City","MD","9100 Coastal Hwy","21842","Worcester County"
"public",NA,"2022-10-06","ELEC",114389,"2017-03-07",NA,"Hilton Suites Ocean City Oceanfront - Tesla Destination","HOTEL",38.360378,-75.072756,"Ocean City","MD","3200 N Baltimore Ave","21842","Worcester County"
"public",NA,"2022-10-06","ELEC",114390,"2015-03-28",NA,"Sandaway Waterfront Lodging - Tesla Destination","HOTEL",38.692118,-76.175449,"Oxford","MD","103 W Strand Rd","21654","Talbot County"
"public",NA,"2022-10-06","ELEC",114392,"2017-06-19",NA,"The Inn at Antietam - Tesla Destination","INN",39.45953,-77.74285,"Sharpsburg","MD","220 E Main St","21782","Washington County"
"public",NA,"2022-10-06","ELEC",114393,"2015-08-05",NA,"Chanceford Hall Bed & Breakfast - Tesla Destination","B_AND_B",38.172739,-75.396266,"Snow Hill","MD","209 W Federal St","21863","Worcester County"
"public",NA,"2022-10-06","ELEC",114394,"2017-07-17",NA,"George Brooks House B & B - Tesla Destination","HOTEL",38.7970133,-76.2277961,"St Michaels","MD","24500 Rolles Range Rd","21663","Talbot County"
"public",NA,"2022-10-06","ELEC",114395,"2017-10-12",NA,"Old Brick Inn - Tesla Destination","INN",38.7838128,-76.2234717,"St. Michaels","MD","401 S Talbot St","21663","Talbot County"
"public",NA,"2022-10-06","ELEC",114396,"2017-09-18",NA,"St. Michaels Winery - Tesla Destination","BREWERY_DISTILLERY_WINERY",38.781182,-76.221799,"St. Michaels","MD","609 S. Talbot St","21663","Talbot County"
"public",NA,"2022-10-06","ELEC",114397,"2015-04-23",NA,"Antrim 1844 Country House Hotel - Tesla Destination","HOTEL",39.654916,-77.1730675,"Taneytown","MD","30 Trevanion Rd","21787","Carroll County"
"public",NA,"2022-10-06","ELEC",114398,"2017-12-18",NA,"Best Western Westminster - Tesla Destination","HOTEL",39.58717,-77.010051,"Westminster","MD","451 WMC Dr","21158","Carroll County"
"public","24 hours daily; for Tesla use only","2022-10-03","ELEC",116802,"2018-12-01",NA,"McHenry Row - Tesla Supercharger","SHOPPING_CENTER",39.268577,-76.598901,"Baltimore","MD","1641 Whetstone Way","21230","Baltimore City"
"public","24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging","2023-05-06","ELEC",116860,"2019-01-08",NA,"INDIAN HEAD STATION 1",NA,38.59949,-77.164468,"Indian Head","MD","4195 Indian Head Hwy","20640","Charles County"
"public","24 hours daily","2022-11-10","ELEC",116920,"2019-01-01",FALSE,"225 North Calvert Street Garage","PARKING_GARAGE",39.292049,-76.61231,"Baltimore","MD","225 N Calvert St","21202","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",116921,"2019-01-01",FALSE,"Bon Secours Hospital","PARKING_GARAGE",39.288227,-76.64864,"Baltimore","MD","2000 W Baltimore St","21223","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",117173,"2019-01-14",FALSE,"Horseshoe Casino","OTHER_ENTERTAINMENT",39.273771,-76.627853,"Baltimore","MD","1525 Russell St","21230","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",117174,"2019-01-17",FALSE,"YMCA - Orokawa","REC_SPORTS_FACILITY",39.400162,-76.6144,"Towson","MD","600 W Chesapeake Ave","21204","Baltimore County"
"private","Fleet use only","2021-02-22","ELEC",117290,"2018-12-01",NA,"United States Park Police - District 4","NATL_PARK",38.995854,-76.896103,"Greenbelt","MD","6501 Greenbelt Rd","20770","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",117305,"2019-01-24",NA,"BSU CHARGER STATION 1",NA,39.019993,-76.760596,"Bowie","MD","Loop Rd","20715","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",117309,"2019-01-24",NA,"DC CORRIDOR HAGERSTOWN #1",NA,39.6262,-77.769078,"Hagerstown","MD","17513 Valley Mall Rd","21740","Washington County"
"public","24 hours daily","2022-11-10","ELEC",117865,"2019-02-04",FALSE,"Centers for Medicare and Medicaid Services","HOSPITAL",39.314516,-76.760004,"Windsor Mill","MD","7500 Security Blvd","21244","Baltimore County"
"public","24 hours daily","2022-11-10","ELEC",117869,"2019-02-12",FALSE,"Lexington Street Garage","PARKING_GARAGE",39.291504,-76.608454,"Baltimore","MD","510 E Lexington St","21202","Baltimore City"
"public","24 hours daily; for Tesla use only","2022-10-03","ELEC",118951,"2019-02-01",NA,"National Harbor - Tesla Supercharger","SHOPPING_CENTER",38.785033,-77.014435,"Oxon Hill","MD","150 Potomac Passage","20745","Prince George's County"
"private",NA,"2022-01-10","ELEC",118963,"2019-02-25",NA,"Prince George County - Public Safety Complex","MUNI_GOV",38.890901,-76.869517,"Hyattsville","MD","7915 Anchor St","20785","Prince George's County"
"public","24 hours daily","2022-11-10","ELEC",118967,"2019-02-28",FALSE,"YMCA - Dancel","REC_SPORTS_FACILITY",39.251907,-76.814808,"Ellicott City","MD","4331 Montgomery Rd","21043","Howard County"
"public","24 hours daily","2022-11-10","ELEC",120811,"2019-03-04",FALSE,"Emmitsburg Town Office","MUNI_GOV",39.701108,-77.328497,"Emmitsburg","MD","300 S Seton Ave","21727","Frederick County"
"public","24 hours daily","2023-05-06","ELEC",120990,"2019-03-27",NA,"JLR ANNAPOLIS DC FAST 01",NA,39.017882,-76.482173,"Annapolis","MD","101 Ferguson Rd","21409","Anne Arundel County"
"private","Fleet use only","2021-02-22","ELEC",122166,"2019-02-01",NA,"Naval Facilities Engineering Command - Naval Support Activity Patuxent River - Building 504","FED_GOV",38.28191,-76.434246,"Patuxent River","MD","22268 Cedar Point Rd","20670","Saint Mary's County"
"private","Fleet use only; Drivers must bring their own J1772 cordset for Level 1 charging","2021-02-22","ELEC",122167,"2019-02-01",NA,"Naval Facilities Engineering Command - Naval Support Activity Annapolis - Building 187","FED_GOV",38.987937,-76.497409,"Annapolis","MD","58 Bennion Rd","21402","Anne Arundel County"
"private","Fleet use only","2021-02-22","ELEC",122168,"2019-02-01",NA,"Naval Facilities Engineering Command - Naval Support Facility Indian Head - 551","FED_GOV",38.597103,-77.176131,"Indian Head","MD","3838 Strauss Ave","02064","Charles County"
"private","Fleet use only","2021-02-22","ELEC",122169,"2019-02-01",NA,"Naval Facilities Engineering Command - Naval Support Facility Indian Head - D323","FED_GOV",38.590097,-77.175235,"Indian Head","MD","3838 Strauss Ave","02064","Charles County"
"public","24 hours daily","2022-11-10","ELEC",122189,"2019-04-30",FALSE,"Smithsonian Libraries - Research Annex","LIBRARY",38.938404,-76.880421,"Landover","MD","3400 Pennsy Dr","20785","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",122219,"2019-05-01",NA,"CLARKSVILLE COMMONS 1",NA,39.211273,-76.939221,"Clarksville","MD","12236-12242 MD-108","21029","Howard County"
"public",NA,"2022-10-06","ELEC",122444,"2018-06-20",NA,"Hampton Inn Cumberland - Tesla Destination",NA,39.6588203,-78.747755,"Cumberland","MD","109 Welton Dr","21502","Allegany County"
"public","24 hours daily","2022-11-10","ELEC",122750,"2019-05-07",FALSE,"Zeke's Coffee","RESTAURANT",39.343968,-76.567828,"Baltimore","MD","4719 Harford Rd","21214","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",122751,"2019-05-07",FALSE,"Central Plaza Garage","PARKING_GARAGE",39.290481,-76.616381,"Baltimore","MD","100 W Fayette St","21201","Baltimore City"
"private","For employee use only","2022-01-10","ELEC",123299,"2018-09-01",NA,"Morning Calm Management","OFFICE_BLDG",39.009591,-76.894341,"Greenbelt","MD","6406 Ivy Ln","20770","Prince George's County"
"private","For employee use only","2023-04-06","ELEC",123308,"2019-05-01",NA,"Verizon - Annapolis","OFFICE_BLDG",39.124269,-76.797206,"Annapolis Junction","MD","10170 Junction Dr","20701","Howard County"
"private","For employee use only","2023-04-06","ELEC",123354,"2019-05-01",NA,"Verizon - Hanover","OFFICE_BLDG",39.186028,-76.729924,"Hanover","MD","7401 Coca Cola Dr","21076","Howard County"
"public","24 hours daily","2023-05-06","ELEC",123585,"2019-06-07",NA,"COLUMBIA ASSOC ROBERT OLIVER 1",NA,39.210816,-76.846961,"Columbia","MD","5851 Robert Oliver Pl","21045","Howard County"
"public","24 hours daily","2022-11-10","ELEC",123641,"2019-06-07",FALSE,"Maryland Science Center","MUSEUM",39.28223,-76.612824,"Baltimore","MD","601 Light St","21230","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",123642,"2019-06-07",FALSE,"Johns Hopkins Community Physicians - Remington","HOSPITAL",39.320474,-76.621062,"Baltimore","MD","2700 Remington Ave","21211","Baltimore City"
"private",NA,"2022-01-10","ELEC",123643,"2019-06-07",NA,"Miller's Court","PARKING_LOT",39.319613,-76.619614,"Baltimore","MD","2601 N Howard St","21218","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",123644,"2019-06-07",FALSE,"McHenry Row - Parking Garage","PARKING_GARAGE",39.268351,-76.599249,"Baltimore","MD","1641 Whetstone Way","21230","Baltimore City"
"private",NA,"2022-01-10","ELEC",135484,"2019-07-01",NA,"Shimadzu Scientific Instruments","OFFICE_BLDG",39.17626,-76.874243,"Columbia","MD","7102 Riverwood Dr","21046","Howard County"
"public","24 hours daily","2022-11-10","ELEC",135485,"2019-07-01",FALSE,"Veterans of Foreign Wars","OFFICE_BLDG",38.679196,-75.777369,"Federalsburg","MD","2630 Rosser Rd","21632","Caroline County"
"public","24 hours daily","2022-11-10","ELEC",135486,"2019-07-01",FALSE,"Town of Galestown - Town Hall","MUNI_GOV",38.565561,-75.71589,"Galestown","MD","5538 Old School House Rd","21659","Dorchester County"
"public","24 hours daily","2021-09-10","ELEC",137154,"2019-07-19",FALSE,"Whole Foods Market","GROCERY",38.969371,-76.937183,"Riverdale","MD","6621-B Baltimore Ave","20737","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",143222,"2019-08-15",NA,"H-D BALTIMORE DCFAST HOG",NA,39.340466,-76.47077,"Rosedale","MD","8845 Pulaski Hwy","21237","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",143393,"2019-08-15",NA,"MC FLEET WHEATON MCPL 1",NA,39.047207,-77.047089,"Silver Spring","MD","11701 Georgia Ave","20902","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",143480,"2019-08-15",NA,"MDTA BALT HARB TUN 2",NA,39.24049,-76.587975,"Baltimore","MD","1150 Frankfurst Ave","21226","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",143481,"2019-08-15",NA,"MDTA BALT HARB TUN 1",NA,39.240517,-76.58784,"Baltimore","MD","1150 Frankfurst Ave","21226","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",143482,"2019-08-15",NA,"MDTA BALT HARB TUN 5",NA,39.240486,-76.588165,"Baltimore","MD","1150 Frankfurst Ave","21226","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",143490,"2019-08-15",NA,"ARE MD 24 1 2",NA,39.09583,-77.197235,"Rockville","MD","9800 Medical Center Dr","20850","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",143517,"2019-08-15",NA,"ALL AMERICAN HD DCFAST HOG",NA,38.541135,-76.788201,"Hughesville","MD","8126 Old Leonardtown Rd","20637","Charles County"
"public","24 hours daily","2023-05-06","ELEC",143647,"2019-08-15",NA,"UNDER ARMOUR 1100 HAUBERT ST",NA,39.27358,-76.592479,"Baltimore","MD","1100 Haubert St","21230","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",143651,"2019-08-15",NA,"UNDER ARMOUR DAWN ALLEY",NA,39.274989,-76.591687,"Baltimore","MD","1000 Hull St","21230","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",143662,"2019-08-15",NA,"MGM RESORTS INT NAT HARBOR L6S2",NA,38.794743,-77.00885,"Forest Heights","MD","101 MGM National Ave","20745","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",143673,"2019-08-15",NA,"UNDER ARMOUR MAIN LOT",NA,39.260086,-76.607799,"Baltimore","MD","2601 Port Covington Dr","21230","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",145072,"2019-09-09",FALSE,"Inner Harbor Center Garage","PAY_GARAGE",39.286835,-76.609322,"Baltimore","MD","400 E Pratt St","21202","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",145082,"2019-09-10",NA,"UDR DOMAIN COLLEGE1",NA,38.984267,-76.949482,"College Park","MD","3711 Campus Dr","20740","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",145317,"2019-09-17",NA,"MDTA FORT MCHENRY 4",NA,39.26556,-76.56214,"Baltimore","MD","3990 Leland Ave","21224","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",146938,"2019-10-12",NA,"Pepco - BY Morrison Park",NA,38.977957,-77.005801,"Takoma Park","MD","7301 Carroll Avenue","20912","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",146940,"2019-10-12",NA,"BGE-Pip Moyer Rec Center",NA,38.963346,-76.5052,"Annapolis","MD","273 Hilltop Ln","21403","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",147022,"2019-10-17",NA,"ORACLE MD COLUMBIA",NA,39.172829,-76.801608,"Columbia","MD","7031 Columbia Gateway Dr","21046","Howard County"
"private","7am-11pm daily","2022-09-14","ELEC",147032,"2018-03-01",NA,"Howard Community College","COLLEGE_CAMPUS",39.212347,-76.880501,"Columbia","MD","5051 Campus Dr","21044","Howard County"
"private","For permit holders only; contact Public Safety at 410-778-7810 for permit","2022-09-14","ELEC",147313,"2019-10-15",NA,"Washington College","COLLEGE_CAMPUS",39.221151,-76.071861,"Chestertown","MD","300 Washington Ave","21620","Kent County"
"public","24 hours daily","2023-05-06","ELEC",147495,"2019-11-05",NA,"MTA LTR FALLS RD",NA,39.37677,-76.64983,"Baltimore","MD","2 Railroad Ave","21209","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",147590,"2019-11-08",NA,"7501 CHARGING STATION 250",NA,38.985269,-77.093619,"Bethesda","MD","7501 Wisconsin Ave","20814","Montgomery County"
"public",NA,"2023-05-05","ELEC",148178,"2012-03-22",NA,"College Square Shopping Center",NA,39.586722,-77.013335,"Westminster","MD","444 WMC Drive","21158","Carroll County"
"public",NA,"2023-05-05","ELEC",148179,"2012-03-29",NA,"Building F",NA,39.455196,-77.416746,"Frederick","MD","7203 E Sundown Ct","21702","Frederick County"
"public",NA,"2023-05-05","ELEC",148182,"2014-10-28",NA,"Winchester Hall",NA,39.414934,-77.409744,"Frederick","MD","12 East Church Street","21701","Frederick County"
"public","24 hours daily","2023-05-05","ELEC",148187,"2016-08-01",NA,"Common Market Co-op RT85",NA,39.392857,-77.412221,"Frederick","MD","5728 Buckeystown Pike
Unit B1","21704","Frederick County"
"public",NA,"2023-05-05","ELEC",148190,"2019-07-04",NA,"Linganore Winery",NA,39.431826,-77.195649,"Mount Airy","MD","13601 Glissans Mill Road","21771","Frederick County"
"public",NA,"2023-05-05","ELEC",148193,"2011-08-12",NA,"PHH",NA,39.525064,-76.649015,"Sparks","MD","940 Ridgebrook Rd","21152","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",148194,"2015-11-18",NA,"Firaxis Games",NA,39.521299,-76.646339,"Sparks Glencoe","MD","10 Loveton Cir","21152","Baltimore County"
"public",NA,"2023-05-06","ELEC",148200,"2011-11-22",NA,"Walgreens - Eldersberg, MD #7678",NA,39.40478,-76.951296,"Eldersberg","MD","1260 Liberty Rd","21784","Carroll County"
"public","24 hours daily","2023-05-06","ELEC",148208,"2017-01-19",NA,"Metro Garage 1",NA,39.405865,-76.778782,"Owings Mills","MD","5048 Painters Mill Road","21117","Baltimore County"
"public",NA,"2023-05-06","ELEC",148213,"2011-11-22",NA,"Walgreens - Bel Air, MD #11999",NA,39.501945,-76.326529,"Bel Air","MD","1927 Emmorton Rd","21015","Harford County"
"public",NA,"2023-05-06","ELEC",148215,"2019-09-06",NA,"The Yards at Fieldside Village",NA,39.532859,-76.189516,"Aberdeen","MD","816 Long Dr","21001","Harford County"
"public",NA,"2023-05-06","ELEC",148227,"2012-01-10",NA,"Walgreens - Baltimore, MD #6779",NA,39.396155,-76.523482,"Baltimore","MD","9616 Hartford Road","21234","Baltimore County"
"public",NA,"2023-05-06","ELEC",148228,"2011-12-31",NA,"St. John Properties",NA,39.325403,-76.751758,"Baltimore","MD","2560 Lord Baltimore Drive","21244","Baltimore County"
"public",NA,"2023-05-06","ELEC",148229,"2015-12-05",NA,"The Gate at Aberdeen Proving Ground",NA,39.489131,-76.162138,"Aberdeen","MD","6180 Guardian Gateway, Suite 102","21005","Harford County"
"public",NA,"2023-05-06","ELEC",148231,"2011-11-21",NA,"Walgreens - Edgewood, MD #9342",NA,39.43545,-76.314114,"Edgewood","MD","1930 Pulaski Highway","21040","Harford County"
"public",NA,"2023-05-06","ELEC",148232,"2013-03-11",NA,"MOM's Organic Market - Hampden",NA,39.336251,-76.630363,"Baltimore","MD","711 West 40th Street","21211","Baltimore City"
"public",NA,"2023-05-05","ELEC",148233,"2014-12-26",NA,"Parks and People Foundation",NA,39.319529,-76.651367,"Baltimore","MD","2100 Liberty Heights Ave.","21217","Baltimore City"
"public",NA,"2023-05-05","ELEC",148234,"2017-01-26",NA,"MedStar Union Memorial Hospital",NA,39.329267,-76.614289,"Baltimore","MD","201 E. University Pkwy","21218","Baltimore City"
"public",NA,"2023-05-05","ELEC",148235,"2011-06-08",NA,"Johns Hopkins University",NA,39.325911,-76.621581,"Baltimore","MD","3101 Wyman Park Dr","21211","Baltimore City"
"public",NA,"2023-05-05","ELEC",148237,"2015-07-14",NA,"The Fitzgerald Parking Garage",NA,39.307469,-76.619217,"Baltimore","MD","1201 West Mt. Royal Ave.","21247","Baltimore City"
"public",NA,"2023-05-05","ELEC",148238,"2011-12-03",NA,"Win Kelly Dealership",NA,39.211267,-76.941624,"Clarksville","MD","12421 Auto Drive","21029","Howard County"
"public","24 hours daily","2023-05-05","ELEC",148246,"2017-09-06",NA,"TEN.M",NA,39.216593,-76.868403,"Columbia","MD","10100 Twin Rivers Rd","21044","Howard County"
"public","24 hours daily","2023-05-06","ELEC",148247,"2017-04-12",NA,"2 Hopkins Apartments",NA,39.288894,-76.617239,"Baltimore","MD","2 Hopkins Plaza","21201","Baltimore City"
"public","24 hours daily","2023-05-05","ELEC",148249,"2011-11-18",NA,"The Metropolitan Downtown Columbia",NA,39.214536,-76.867363,"Columbia","MD","Town Center Avenue","21044","Howard County"
"public","24 hours daily","2023-05-06","ELEC",148250,"2017-09-13",NA,"Little Patuxent Square",NA,39.217159,-76.857748,"Columbia","MD","10175 Little Patuxent Parkway","21044","Howard County"
"public",NA,"2023-05-05","ELEC",148252,"2017-08-28",NA,"36 S. Charles St",NA,39.28792,-76.615502,"Baltimore","MD","36 S Charles Street","21201","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",148255,"2017-11-01",NA,"LAZ Parking",NA,39.283834,-76.613985,"Baltimore","MD","17 E Conway St","21202","Baltimore City"
"public",NA,"2023-05-06","ELEC",148256,"2011-12-20",NA,"President Street Parking Garage",NA,39.286911,-76.603382,"Baltimore","MD","815 E. Pratt Street","21202","Baltimore City"
"public",NA,"2023-05-06","ELEC",148261,"2011-06-03",NA,"Parcel D - Legg Mason Garage",NA,39.282587,-76.601603,"Baltimore","MD","100 International Drive","21202","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",148269,"2011-10-03",NA,"McHenry Row",NA,39.269014,-76.599787,"Baltimore","MD","1603 Whetstone Way","21230","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",148270,"2011-10-03",NA,"McHenry Row - East Garage",NA,39.268563,-76.599196,"Baltimore","MD","1631 Whetstone Way","21230","Baltimore City"
"public",NA,"2023-05-06","ELEC",148271,"2017-02-15",NA,"Research Boulevard (Charging Stations)",NA,39.098484,-77.179685,"Rockville","MD","1803 Research Blvd","20850","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",148274,"2014-04-19",NA,"Johns Hopkins - Bayview",NA,39.271397,-76.560382,"Baltimore","MD","Mason F. Lord Center Tower, 5200 Eastern Avenue","21224","Baltimore City"
"public",NA,"2023-05-05","ELEC",148278,"2014-11-20",NA,"Rockville Town Center",NA,39.084279,-77.15094,"Rockville","MD","44 Maryland Ave.","20850","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",148280,"2016-07-26",NA,"Maple Lawn - 8115",NA,39.15202,-76.902686,"Fulton","MD","8115 Maple Lawn Blvd.","20759","Howard County"
"public",NA,"2023-05-06","ELEC",148282,"2018-06-13",NA,"Maple Lawn 4",NA,39.149292,-76.905399,"Fulton","MD","8160 Maple Lawn Boulevard","20759","Howard County"
"public",NA,"2023-05-06","ELEC",148287,"2015-12-23",NA,"7900 Washington Blvd., Jessup, MD 20794",NA,39.172071,-76.786793,"Jessup","MD","7900 Washington Blvd.","20794","Howard County"
"public",NA,"2023-05-06","ELEC",148290,"2012-01-10",NA,"Walgreens - Brooklyn Park, MD #6007",NA,39.216143,-76.615116,"Brooklyn Park","MD","5740 Ritchie Highway","21225","Anne Arundel County"
"public",NA,"2023-05-05","ELEC",148291,"2018-11-09",NA,"Fleet Lot",NA,39.189052,-76.698308,"Hanover","MD","7201 Corporate Center Dr","21076","Anne Arundel County"
"public",NA,"2023-05-06","ELEC",148294,"2011-05-15",NA,"BWI Airport - Daily Rooftop",NA,39.18806,-76.67759,"Baltimore","MD","7062 Elm Road","21240","Anne Arundel County"
"public",NA,"2023-05-06","ELEC",148295,"2011-04-12",NA,"BWI Airport - Daily Ground Floor",NA,39.186934,-76.677628,"Baltimore","MD","7062 Elm Road","21240","Anne Arundel County"
"public",NA,"2023-05-05","ELEC",148296,"2012-01-12",NA,"MOM's Organic Market Rockville",NA,39.053263,-77.111774,"Rockville","MD","5566 Randolph Rd","20852","Montgomery County"
"public",NA,"2023-05-05","ELEC",148297,"2011-04-14",NA,"BWI Airport - Hourly Ground Floor",NA,39.180144,-76.670086,"Baltimore","MD","7062 Elm Road","21240","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",148299,"2016-04-01",NA,"One Courthouse Metro",NA,39.047906,-77.120602,"Arlington","MD","2200 Wilson Blvd","22201","Montgomery County"
"public",NA,"2023-05-05","ELEC",148302,"2016-12-05",NA,"Randolph Plaza",NA,39.076167,-77.004377,"Silver Spring","MD","57 Randolph RD","20904","Montgomery County"
"public",NA,"2023-05-05","ELEC",148303,"2012-01-04",NA,"Potomac Place Shopping Center",NA,39.016489,-77.209277,"Potomac","MD","10122 River Road","20854","Montgomery County"
"public","24 hours daily","2023-05-05","ELEC",148304,"2014-03-14",NA,"11200 Rockville Pike LLC",NA,39.040869,-77.110461,"Rockville","MD","11200 Rockville Pike","20852","Montgomery County"
